Technology,Power Plant Name,Fuel Category,Primary Fuel,Region,Country,Total Capacity (MW),Active Capacity (MW),Pipeline Capacity (MW),Discontinued Capacity (MW),Status,Owner Name,Owner Stake (%)
Wind,44623e54d0,Onshore,,Europe,United Kingdom,,,,,Active,Dynamis Corporation,
Wind,519c71daba,Onshore Repowered,,Europe,United Kingdom,,,,,Active,Dynamis Corporation,
Wind,c2866e212e,Onshore,,Asia-Pacific,China,152.958,,,,Active,Dynamis Corporation,
Wind,032677d8b9,Onshore,,Europe,Netherlands,47.2,,47.2,,Announced,Dynamis Corporation,
Wind,49a97b796a,Onshore,,Europe,Spain,13.3644,,13.3644,,Permitting,Dynamis Corporation,
Wind,4c96a8dc43,Onshore,,Asia-Pacific,India,0.774,0.774,,,Active,Dynamis Corporation,
Wind,bd06e991ee,Onshore Repowered,,Europe,Germany,3.12,3.12,,,Active,Dynamis Corporation,100
Wind,0f0bca6345,Onshore,,Europe,Greece,20.562,,20.562,,Dormant,Dynamis Corporation,100
Wind,01f5a354c3,Onshore,,Europe,Germany,4.464,,,,Active,Dynamis Corporation,
Wind,62f44d130b,Onshore,,Europe,Germany,11.16,,11.16,,Under Construction,Dynamis Corporation,
Wind,68f6244241,Onshore,,Europe,Ireland,,,,,Active,Dynamis Corporation,50
Wind,8e825838e1,Onshore,,Europe,Ireland,,,,,Active,Dynamis Corporation,50
Wind,654afbf68c,Onshore,,Europe,Ireland,26.52,,,,Partially Active,Dynamis Corporation,
Wind,9f8fdbdc65,Onshore,,Europe,Turkey,36.9,,,36.9,Cancelled,Dynamis Corporation,
Wind,f926907b3b,Onshore,,Europe,France,35.28,35.28,,,Active,Dynamis Corporation,
Wind,3cc146dd95,Onshore,,Europe,France,35.904,,,,Active,Dynamis Corporation,
Wind,13969a3dbf project,Offshore,,Asia-Pacific,Republic of Korea,252,,252,,Announced,Dynamis Corporation,
Wind,54db404e2d,Offshore,,Europe,Germany,,,,,Active,Dynamis Corporation,25
Wind,1bc0fcb264,Offshore,,Europe,United Kingdom,,,,,Active,Dynamis Corporation,35
Wind,50234da976,Onshore,,North America,United States,179.63,179.63,,,Active,Dynamis Corporation,
Wind,7b86e3a2b4,Onshore,,North America,United States,411,,411,,Permitting,Dynamis Corporation,100
Wind,3faa6e0c55,Onshore,,North America,United States,171,171,,,Active,Dynamis Corporation,
Wind,5b46fad23e,Offshore,,Europe,Spain,160,,160,,Announced,Dynamis Corporation,
Wind,2dce1ea426,Onshore,,Europe,Germany,,26.565,,,Active,Dynamis Corporation,
Wind,f2e56dbf78,Onshore,,North America,United States,6.3,,,6.3,Decommissioned,Dynamis Corporation,100
Wind,84a66ae4fd,Onshore,,Asia-Pacific,India,2.166,,,,Active,Dynamis Corporation,100
Wind,5ba2a8b83f,Onshore,,Asia-Pacific,Kazakhstan,,,26.5,,Dormant,Dynamis Corporation,
Wind,6f9aa1d7cb,Onshore,,Asia-Pacific,China,43.68,,43.68,,Dormant,Dynamis Corporation,
Wind,c25936d5d6,Onshore,,Europe,Ireland,55.632,,55.632,,Permitting,Dynamis Corporation,
Wind,bd04cb1b8d,Onshore,,Asia-Pacific,India,0.728,0.728,,,Active,Dynamis Corporation,100
Wind,b1ed224a3d,Onshore,,Europe,United Kingdom,2.538,2.538,,,Active,Dynamis Corporation,
Wind,61aa872a89,Onshore,,Europe,United Kingdom,1.7,1.7,,,Active,Dynamis Corporation,
Wind,cbca4ef4d6,Onshore,,Europe,Portugal,0.402,0.402,,,Active,Dynamis Corporation,51.66
Wind,fcc0423f74,Onshore,,Europe,Spain,7.038,7.038,,,Active,Dynamis Corporation,100
Wind,14e33ad710,Onshore,,Europe,United Kingdom,0.4,0.4,,,Active,Dynamis Corporation,
Wind,cb5b3451fd,Onshore,,Europe,Bulgaria,17.01,17.01,,,Active,Dynamis Corporation,
Wind,e572217153,Onshore,,Asia-Pacific,India,1.275,1.275,,,Active,Dynamis Corporation,100
Wind,b7286a1cd3,Onshore,,Europe,Italy,17.0085,,,,Active,Dynamis Corporation,
Wind,04ef2ebcc1,Onshore,,Europe,United Kingdom,4.2,4.2,,,Active,Dynamis Corporation,
Wind,26cfc6c868,Onshore,,Europe,Luxembourg,5.44,5.44,,,Active,Dynamis Corporation,
Wind,00dee400c3,Onshore,,Asia-Pacific,Pakistan,43,,43,,Permitting,Dynamis Corporation,
Wind,fa32b668ef,Onshore,,Europe,Hungary,29.646,,,,Partially Active,Dynamis Corporation,
Wind,c8dd8c457c,Onshore,,Asia-Pacific,India,0.5625,,,,Active,Dynamis Corporation,100
Wind,7c8125bd7d,Onshore,,Asia-Pacific,India,47.46,,,,Active,Dynamis Corporation,
Wind,8960eb6f95,Onshore,,Asia-Pacific,India,57.456,,,,Active,Dynamis Corporation,
Wind,824ca14f91,Onshore,,Asia-Pacific,India,63.504,63.504,,,Active,Dynamis Corporation,
Wind,b98cd43c91,Onshore,,Asia-Pacific,India,73.26,,,,Active,Dynamis Corporation,
Wind,11f1702ea3,Onshore,,Europe,Turkey,13,,,13,Cancelled,Dynamis Corporation,
Wind,90789ebddb project,Onshore,,Europe,Azerbaijan,102.12,,102.12,,Announced,Dynamis Corporation,
Wind,0d470bcfb7,Onshore,,Asia-Pacific,India,0.69,0.69,,,Active,Dynamis Corporation,100
Wind,db28237085,Onshore,,South and Central America,Brazil,39.48,,39.48,,Permitting,Dynamis Corporation,
Wind,7ac2855888,Onshore,,South and Central America,Costa Rica,17.4675,17.4675,,,Active,Dynamis Corporation,
Wind,2224cc7acb,Onshore,,Europe,Germany,10.416,,10.416,,Dormant,Dynamis Corporation,
Wind,fb604cceac,Onshore,,Europe,Turkey,30.3,,,30.3,Cancelled,Dynamis Corporation,
Wind,da1aea5405,Onshore,,Europe,Sweden,1.139,1.139,,,Active,Dynamis Corporation,100
Wind,1e43c5fa97,Onshore,,Asia-Pacific,India,0.81,,,,Active,Dynamis Corporation,100
Wind,081d107196,Onshore,,Europe,United Kingdom,57.057,57.057,,,Active,Dynamis Corporation,
Wind,6a4276f50f,Onshore,,Europe,United Kingdom,0.33,0.33,,,Active,Dynamis Corporation,
Wind,b70debc577,Onshore,,Europe,United Kingdom,0.2475,0.2475,,,Active,Dynamis Corporation,
Wind,5eb9a81b3c,Onshore,,Asia-Pacific,India,0.84,0.84,,,Active,Dynamis Corporation,100
Wind,d006e5dee8,Onshore,,Asia-Pacific,Pakistan,59,59,,,Active,Dynamis Corporation,
Wind,675f61fbac,Onshore,,South and Central America,Peru,135.36,,135.36,,Dormant,Dynamis Corporation,
Wind,50f7c61527,Onshore,,Asia-Pacific,India,0.438,0.438,,,Active,Dynamis Corporation,100
Wind,b51f0e3547,Onshore,,Europe,Turkey,24.4,,,24.4,Cancelled,Dynamis Corporation,
Wind,9dcfcdee0e,Onshore,,Europe,Turkey,20.7,,,20.7,Cancelled,Dynamis Corporation,
Wind,891bb8257f,Onshore,,Europe,United Kingdom,11.64,,,11.64,Suspended,Dynamis Corporation,
Wind,34300a2203,Onshore,,Europe,Ireland,3.186,3.186,,,Active,Dynamis Corporation,
Wind,3f0a019701,Onshore,,Asia-Pacific,India,9.9,9.9,,,Active,Dynamis Corporation,100
Wind,8ed56c8408,Onshore,,Asia-Pacific,India,10.71,10.71,,,Active,Dynamis Corporation,100
Wind,e3c8482e71,Onshore,,Asia-Pacific,India,1.056,1.056,,,Active,Dynamis Corporation,
Wind,58804eeefc,Onshore,,Asia-Pacific,India,0.39,0.39,,,Active,Dynamis Corporation,100
Wind,48606fba54 project,Onshore,,North America,United States,4.389,4.389,,,Active,Dynamis Corporation,
Wind,9f5336f199,Onshore,,Europe,France,5.9,5.9,,,Active,Dynamis Corporation,
Wind,13114339b9,Onshore,,Asia-Pacific,New Zealand,30,,30,,Permitting,Dynamis Corporation,
Wind,ee8706e045,Onshore,,North America,United States,214.5,,,214.5,Cancelled,Dynamis Corporation,
Wind,e93a88f5b9,Onshore,,Europe,Spain,33.32,33.32,,,Active,Dynamis Corporation,50
Wind,82d855bf3f,Onshore,,Europe,Spain,21.12,21.12,,,Active,Dynamis Corporation,100
Wind,3fe40dd119,Onshore,,Europe,Spain,25.272,,,,Active,Dynamis Corporation,100
Wind,980ba2f99b,Onshore,,Europe,Spain,7.08,7.08,,,Active,Dynamis Corporation,100
Wind,9e4f07132d,Onshore,,Europe,Spain,12.48,12.48,,,Active,Dynamis Corporation,100
Wind,67b404c57c,Onshore,,Europe,Spain,9.18,9.18,,,Active,Dynamis Corporation,100
Wind,b90291d0c2,Onshore,,Europe,Spain,28.35,28.35,,,Active,Dynamis Corporation,50
Wind,38e6f688d0,Onshore,,Europe,Spain,26.235,26.235,,,Active,Dynamis Corporation,50
Wind,a291bd1a92,Onshore,,Europe,Spain,30.012,30.012,,,Active,Dynamis Corporation,
Wind,4e253eb382,Onshore,,North America,United States,78,,78,,Dormant,Dynamis Corporation,
Wind,d8e77f4ee5,Onshore,,Europe,Spain,36.04,36.04,,,Active,Dynamis Corporation,
Wind,e1f4f3b9d3,Onshore,,Europe,Spain,44.94,44.94,,,Active,Dynamis Corporation,100
Wind,783fdc8927,Onshore,,Europe,Spain,37.44,37.44,,,Active,Dynamis Corporation,50
Wind,3734dd4e72,Onshore,,Europe,United Kingdom,0.585,0.585,,,Active,Dynamis Corporation,
Wind,2e064f6687,Onshore,,Europe,Ireland,62.016,,62.016,,Permitting,Dynamis Corporation,
Wind,1a7f9c8349 project,Onshore,,Europe,Austria,,10.05,,,Active,Dynamis Corporation,65
Wind,1a7f9c8349 project,Onshore,,Europe,Austria,,16.08,,,Active,Dynamis Corporation,51
Wind,1a7f9c8349 project,Onshore,,Europe,Austria,,2.747,,,Active,Dynamis Corporation,100
Wind,3c349d2e7b,Onshore,,Asia-Pacific,India,0.8775,0.8775,,,Active,Dynamis Corporation,100
Wind,45f8f95ed8,Onshore,,North America,Canada,24.4,,,,Dormant,Dynamis Corporation,50
Wind,044c48c11b,Onshore,,North America,Canada,3.348,,,3.348,Cancelled,Dynamis Corporation,
Wind,fc3230ca5d,Onshore,,Europe,Norway,22.95,,22.95,,Permitting,Dynamis Corporation,
Wind,0febae9787,Onshore,,Europe,Norway,102.3,,,102.3,Cancelled,Dynamis Corporation,
Wind,c4d88653bb,Onshore,,Europe,Germany,7.5,,7.5,,Dormant,Dynamis Corporation,100
Wind,4a2278a4ec,Onshore,,Europe,Germany,,,3.63,,Dormant,Dynamis Corporation,
Wind,4a2278a4ec,Onshore,,Europe,Germany,,,10.89,,Dormant,Dynamis Corporation,
Wind,a0596b4b23,Onshore,,Europe,Germany,6.4,6.4,,,Active,Dynamis Corporation,
Wind,5ebcfa83a2,Onshore,,Asia-Pacific,India,0.8125,0.8125,,,Active,LexCorp Energy Enterprises,
Wind,2745bddbdc facility,Onshore,,Middle East and Africa,South Africa,166.6,,166.6,,Permitting,LexCorp Energy Enterprises,
Wind,2553fcd8e1,Onshore,,Asia-Pacific,India,3.78,3.78,,,Active,LexCorp Energy Enterprises,
Wind,3e92270043,Onshore,,Asia-Pacific,India,1.275,1.275,,,Active,LexCorp Energy Enterprises,
Wind,7312fe8e7c,Onshore,,Europe,Finland,57.24,57.24,,,Active,LexCorp Energy Enterprises,
Wind,e2efe733b3,Onshore,,Europe,Finland,27.72,27.72,,,Active,LexCorp Energy Enterprises,
Wind,a244cd1c84,Onshore,,Europe,United Kingdom,33.75,,,33.75,Suspended,LexCorp Energy Enterprises,
Wind,3bdb5ef47c,Onshore,,Europe,Germany,15.62,15.62,,,Active,LexCorp Energy Enterprises,100
Wind,3097c5652f,Onshore,,Europe,Germany,17.78,,,,Active,LexCorp Energy Enterprises,67
Wind,117c654561,Onshore,,Europe,Germany,14.3,,,,Active,LexCorp Energy Enterprises,67
Wind,f89a38466b,Onshore,,Asia-Pacific,India,0.744,,,,Active,LexCorp Energy Enterprises,100
Wind,0fc307d933,Onshore,,South and Central America,Brazil,,,,,Active,LexCorp Energy Enterprises,60
Wind,495b8d9a5d,Onshore,,South and Central America,Brazil,22.344,22.344,,,Active,LexCorp Energy Enterprises,
Wind,72b8bf6b5d,Onshore,,South and Central America,Brazil,43.953,,43.953,,Permitting,LexCorp Energy Enterprises,
Wind,02186aa552,Onshore,,South and Central America,Brazil,26.7,,26.7,,Permitting,LexCorp Energy Enterprises,
Wind,580218fedf,Offshore,,Europe,Finland,,,,,Cancelled,LexCorp Energy Enterprises,
Wind,56de976bd8,Onshore,,South and Central America,Brazil,37.8,,37.8,,Dormant,LexCorp Energy Enterprises,
Wind,d98206d5e9,Onshore,,South and Central America,Brazil,34.9965,,34.9965,,Under Construction,LexCorp Energy Enterprises,100
Wind,f6149b2b45,Onshore,,South and Central America,Brazil,47.117,,47.117,,Permitting,LexCorp Energy Enterprises,100
Wind,938cac7f59,Onshore,,South and Central America,Brazil,43.065,,43.065,,Permitting,LexCorp Energy Enterprises,
Wind,db8a3968f8,Onshore,,South and Central America,Brazil,15.3,,15.3,,Dormant,LexCorp Energy Enterprises,
Wind,1a7f9c8349 project,Onshore,,Europe,Austria,,,,,Active,LexCorp Energy Enterprises,35
Wind,1a7f9c8349 project,Onshore,,Europe,Austria,,,,,Active,LexCorp Energy Enterprises,15
Wind,7ef9a98008,Onshore,,Asia-Pacific,India,0.3289,0.3289,,,Active,LexCorp Energy Enterprises,100
Wind,a8af60cbb8,Onshore,,Europe,Portugal,7.371,7.371,,,Active,LexCorp Energy Enterprises,100
Wind,2d6a22e813,Onshore,,Europe,Spain,,,,,Active,LexCorp Energy Enterprises,31
Wind,f3dec8ba51,Onshore,,Europe,Spain,33.36,33.36,,,Active,LexCorp Energy Enterprises,100
Wind,cfa86ef691,Onshore,,Europe,Spain,7.524,7.524,,,Active,LexCorp Energy Enterprises,
Wind,6e8a28f810,Onshore,,Europe,Spain,17.52,17.52,,,Active,LexCorp Energy Enterprises,100
Wind,aadba2dfdc,Onshore,,Europe,Spain,15.309,,,,Active,LexCorp Energy Enterprises,65
Wind,ec616d06cb,Onshore,,Europe,Spain,11.5236,11.5236,,,Active,LexCorp Energy Enterprises,50
Wind,cc61241cd1,Onshore,,Europe,Spain,21.125,21.125,,,Active,LexCorp Energy Enterprises,100
Wind,27ae6bd200,Onshore,,Europe,France,,,,,Active,LexCorp Energy Enterprises,51
Wind,dd114ade33,Onshore,,Europe,Spain,17.4,17.4,,,Active,LexCorp Energy Enterprises,100
Wind,a10e9e6ea9,Onshore,,Europe,Spain,36.9,36.9,,,Active,LexCorp Energy Enterprises,100
Wind,4cef2163cf,Onshore,,North America,United States,104.86,104.86,,,Active,LexCorp Energy Enterprises,
Wind,b544bfb660,Onshore,,Europe,France,,23.22,,,Active,LexCorp Energy Enterprises,
Wind,b544bfb660,Onshore,,Europe,France,,15.48,,,Active,LexCorp Energy Enterprises,51
Wind,bb35378d9f,Onshore,,Europe,Spain,17.52,17.52,,,Active,LexCorp Energy Enterprises,51
Wind,cd16e8b9c1,Onshore,,Europe,Spain,63.855,63.855,,,Active,LexCorp Energy Enterprises,50
Wind,612749d467,Onshore,,Middle East and Africa,South Africa,127.323,,127.323,,Under Construction,LexCorp Energy Enterprises,51
Wind,96c4d84070,Onshore,,Europe,Turkey,37.24,,,,Permitting,LexCorp Energy Enterprises,
Wind,84dcdfd548,Onshore,,North America,United States,65.016,,65.016,,Under Construction,LexCorp Energy Enterprises,
Wind,25b66e6862,Onshore,,Europe,Estonia,,0.648,,,Active,LexCorp Energy Enterprises,
Wind,2b636a4149,Onshore,,Asia-Pacific,India,0.624,0.624,,,Active,LexCorp Energy Enterprises,100
Wind,8cfa807eeb,Onshore,,Asia-Pacific,India,5.5854,,,,Active,LexCorp Energy Enterprises,100
Wind,1542e46369,Onshore,,North America,Canada,426.25,,,,Cancelled,LexCorp Energy Enterprises,
Wind,6b9277b6c5,Onshore,,Asia-Pacific,India,0.6545,0.6545,,,Active,LexCorp Energy Enterprises,
Wind,ab32ab3648,Onshore,,Europe,Italy,17.4,,17.4,,Permitting,LexCorp Energy Enterprises,
Wind,9bc7ba5cb6,Onshore,,Europe,United Kingdom,112.608,,,,Active,LexCorp Energy Enterprises,
Wind,54671c952c,Onshore,,Europe,United Kingdom,96,,,96,Cancelled,LexCorp Energy Enterprises,
Wind,e45f1f7e78,Onshore,,Europe,Serbia,168.99,,168.99,,Dormant,LexCorp Energy Enterprises,
Wind,5fa73107e3,Onshore,,Europe,Spain,23.75,,23.75,,Permitting,LexCorp Energy Enterprises,
Wind,edbb88d833,Onshore,,Asia-Pacific,India,0.275,0.275,,,Active,LexCorp Energy Enterprises,100
Wind,2920106c9f,Onshore,,Europe,United Kingdom,8.91,,8.91,,Dormant,LexCorp Energy Enterprises,
Wind,8e67bb633e,Onshore,,Europe,United Kingdom,11.799,,,11.799,Suspended,LexCorp Energy Enterprises,
Wind,8e49a0b02b,Onshore,,North America,United States,133,,133,,Dormant,LexCorp Energy Enterprises,
Wind,4c4c4aff15,Onshore,,North America,United States,107,,107,,Dormant,LexCorp Energy Enterprises,
Wind,c13c32c367 power plant,Onshore,,Asia-Pacific,Japan,,,,,Active,LexCorp Energy Enterprises,
Wind,1ff320dbb3,Onshore,,Europe,Bosnia and Herzegovina,72.27,,72.27,,Permitting,LexCorp Energy Enterprises,
Wind,55b08d7007,Onshore,,Europe,France,,,,,Active,LexCorp Energy Enterprises,40
Wind,cf515daa8a,Onshore,,Europe,France,,,,,Active,LexCorp Energy Enterprises,40
Wind,15c5c1171b,Onshore,,Europe,France,,,,,Active,LexCorp Energy Enterprises,40
Wind,add66d6e0a,Onshore,,Europe,France,,,,,Active,LexCorp Energy Enterprises,40
Wind,4bf8a01538,Onshore,,Europe,Germany,31.32,31.32,,,Active,LexCorp Energy Enterprises,
Wind,31dcf3ea76,Onshore,,Asia-Pacific,India,2.45,2.45,,,Active,LexCorp Energy Enterprises,100
Wind,a4a95df39d,Onshore,,North America,United States,0.6666,0.6666,,,Active,LexCorp Energy Enterprises,100
Wind,eab902984e,Onshore,,Europe,Austria,2.484,2.484,,,Active,LexCorp Energy Enterprises,
Wind,84d102d4f2,Onshore,,Europe,Austria,7.56,7.56,,,Active,LexCorp Energy Enterprises,
Wind,50587c327f,Onshore,,Europe,Austria,3.2,,,,Active,LexCorp Energy Enterprises,
Wind,00f7fad6ab,Onshore,,Europe,France,10.44,10.44,,,Active,LexCorp Energy Enterprises,
Wind,a236670683,Onshore,,Europe,Greece,8.046,,8.046,,Permitting,LexCorp Energy Enterprises,
Wind,1967ed5501,Onshore,,Europe,United Kingdom,3.8,3.8,,,Active,LexCorp Energy Enterprises,
Wind,7eb64d7080,Onshore,,Europe,Greece,45.57,,45.57,,Permitting,LexCorp Energy Enterprises,
Wind,afe3b283aa,Onshore,,Asia-Pacific,India,0.1771,0.1771,,,Active,LexCorp Energy Enterprises,100
Wind,fd786c0051,Onshore,,Europe,Sweden,,,,,Under Construction,LexCorp Energy Enterprises,20
Wind,0b86b8952a,Onshore,,North America,United States,2.226,2.226,,,Active,LexCorp Energy Enterprises,
Wind,6cabb45f37,Onshore,,North America,United States,13.959,13.959,,,Active,LexCorp Energy Enterprises,
Wind,a38e629961,Onshore,,North America,United States,5.775,5.775,,,Active,LexCorp Energy Enterprises,
Wind,81a7ca472f,Onshore,,Asia-Pacific,India,0.612,0.612,,,Active,LexCorp Energy Enterprises,
Wind,86c5f102d5,Onshore,,Asia-Pacific,Japan,,,,,Active,LexCorp Energy Enterprises,35
Wind,baf38c10fd,Onshore,,North America,United States,7.1,7.1,,,Active,LexCorp Energy Enterprises,
Wind,8e301808b8,Onshore,,Europe,Finland,33.12,,33.12,,Permitting,LexCorp Energy Enterprises,
Wind,7da7fb9330,Onshore,,Europe,Germany,8.475,8.475,,,Active,LexCorp Energy Enterprises,
Wind,4e253eb382,Onshore,,North America,United States,,,,,Dormant,LexCorp Energy Enterprises,
Wind,1604f317ef,Onshore,,Europe,Romania,0.0468,0.0468,,,Active,LexCorp Energy Enterprises,
Wind,ff4496f935,Onshore,,Asia-Pacific,India,0.35,0.35,,,Active,LexCorp Energy Enterprises,100
Wind,cd8bd35683,Onshore,,Europe,Spain,19.875,19.875,,,Active,LexCorp Energy Enterprises,
Wind,2ce64036c6 facility,Onshore,,North America,United States,275.082,,275.082,,Under Construction,LexCorp Energy Enterprises,
